Throttle,Reverse,at_TL,frame,Manual,Hand brake,Steer,Direction,Gear,speed_limit,TL_state,Brake,fps,Speed
0.0,False,0,1154,False,False,-0.41595613956451416,RoadOption.LANEFOLLOW,5,0.3,Green,0.0,67.56756591796875,0.761
0.0,False,0,1167,False,False,-0.4101817011833191,RoadOption.LANEFOLLOW,0,0.3,Green,0.0,68.96552276611328,0.7267
0.0,False,0,1179,False,False,-0.686687171459198,RoadOption.LANEFOLLOW,0,0.3,Green,0.0,65.78947448730469,0.6679
0.0,False,0,1191,False,False,-0.778564989566803,RoadOption.LANEFOLLOW,0,0.3,Green,0.0,64.93506622314453,0.5946
0.0,False,0,1203,False,False,-1.0,RoadOption.LANEFOLLOW,4,0.3,Green,0.0,54.9450569152832,0.3102
0.0,False,0,1211,False,False,-0.31555745005607605,RoadOption.LANEFOLLOW,4,0.3,Green,0.0,64.1025619506836,0.2831
0.7029460668563843,False,0,1218,False,False,-0.33535704016685486,RoadOption.LANEFOLLOW,4,0.3,Green,0.0,36.23188400268555,0.2635
1.0,False,0,1225,False,False,0.31263837218284607,RoadOption.LANEFOLLOW,4,0.3,Green,0.0,34.722225189208984,0.2627
1.0,False,0,1231,False,False,-0.13461659848690033,RoadOption.LANEFOLLOW,4,0.3,Green,0.0,34.722225189208984,0.2773
0.9709537029266357,False,0,1238,False,False,0.539944052696228,RoadOption.LANEFOLLOW,4,0.3,Green,0.0,32.0512809753418,0.2974
0.0,False,0,1244,False,False,-0.01814531534910202,RoadOption.LANEFOLLOW,4,0.3,Green,0.0,32.78688430786133,0.313
0.0,False,0,1251,False,False,0.1198822632431984,RoadOption.LANEFOLLOW,4,0.3,Green,0.0,32.78688430786133,0.3055
0.0,False,0,1257,False,False,-0.0782812312245369,RoadOption.LANEFOLLOW,0,0.3,Green,0.0,31.74603271484375,0.3032
0.0,False,0,1264,False,False,0.0856374204158783,RoadOption.LANEFOLLOW,0,0.3,Green,0.0,31.74603271484375,0.3013
0.0,False,0,1271,False,False,0.02939514070749283,RoadOption.LANEFOLLOW,3,0.3,Green,0.0,31.25,0.2874
1.0,False,0,1278,False,False,0.01687297224998474,RoadOption.LANEFOLLOW,3,0.3,Green,0.0,34.24657440185547,0.2762
1.0,False,0,1285,False,False,0.03769519180059433,RoadOption.LANEFOLLOW,3,0.3,Green,0.0,35.335689544677734,0.2853
0.5379869341850281,False,0,1292,False,False,-0.02996332012116909,RoadOption.LANEFOLLOW,3,0.3,Green,0.0,35.335689544677734,0.3035
0.0,False,0,1299,False,False,0.0396096333861351,RoadOption.LANEFOLLOW,3,0.3,Green,0.0,40.16064453125,0.3124
0.0,False,0,1306,False,False,-0.019709089770913124,RoadOption.LANEFOLLOW,3,0.3,Green,0.0,35.211265563964844,0.3051
0.5239208340644836,False,0,1313,False,False,-0.000327293761074543,RoadOption.LANEFOLLOW,3,0.3,Green,0.0,35.211265563964844,0.2891
1.0,False,0,1320,False,False,0.010614539496600628,RoadOption.LANEFOLLOW,3,0.3,Green,0.0,30.95975112915039,0.2887
0.9582006335258484,False,0,1325,False,False,-0.010954323224723339,RoadOption.LANEFOLLOW,0,0.3,Green,0.0,30.76923179626465,0.2898
1.0,False,0,1333,False,False,-0.008986474014818668,RoadOption.LANEFOLLOW,0,0.3,Green,0.0,30.76923179626465,0.2882
1.0,False,0,1340,False,False,0.013509194366633892,RoadOption.LANEFOLLOW,2,0.3,Green,0.0,35.71428680419922,0.2843
