Throttle,Reverse,at_TL,frame,Manual,Hand brake,Steer,Direction,Gear,speed_limit,TL_state,Brake,fps,Speed
1.0,False,0,1332,False,False,0.03561261668801308,RoadOption.RIGHT,1,0.3,Green,0.0,42.553192138671875,0.1663
1.0,False,0,1340,False,False,-0.005282037891447544,RoadOption.RIGHT,1,0.3,Green,0.0,42.553192138671875,0.1931
1.0,False,0,1347,False,False,-0.002828542608767748,RoadOption.RIGHT,0,0.3,Green,0.0,37.174720764160156,0.1919
1.0,False,0,1355,False,False,0.11436409503221512,RoadOption.RIGHT,0,0.3,Green,0.0,36.23188400268555,0.1904
1.0,False,0,1363,False,False,0.022302171215415,RoadOption.RIGHT,2,0.3,Green,0.0,43.859649658203125,0.2058
1.0,False,0,1370,False,False,1.0,RoadOption.RIGHT,2,0.3,Green,0.0,43.859649658203125,0.2406
1.0,False,0,1378,False,False,0.11863865703344345,RoadOption.RIGHT,2,0.3,Green,0.0,37.31343078613281,0.2774
0.8877972364425659,False,0,1386,False,False,0.4161236584186554,RoadOption.RIGHT,2,0.3,Green,0.0,37.31343078613281,0.3009
0.0,False,0,1393,False,False,0.4271468222141266,RoadOption.RIGHT,2,0.3,Green,0.0,36.764705657958984,0.3129
0.0,False,0,1401,False,False,0.2883630692958832,RoadOption.RIGHT,2,0.3,Green,0.0,42.194091796875,0.3086
0.6262586116790771,False,0,1410,False,False,0.527677595615387,RoadOption.RIGHT,2,0.3,Green,0.0,42.194091796875,0.277
1.0,False,0,1419,False,False,0.42482537031173706,RoadOption.LANEFOLLOW,2,0.3,Green,0.0,42.553192138671875,0.2624
1.0,False,0,1429,False,False,0.37720760703086853,RoadOption.LANEFOLLOW,0,0.3,Green,0.0,44.64285659790039,0.2532
1.0,False,0,1439,False,False,0.21705472469329834,RoadOption.LANEFOLLOW,0,0.3,Green,0.0,46.296295166015625,0.2485
1.0,False,0,1449,False,False,0.13336379826068878,RoadOption.LANEFOLLOW,1,0.3,Green,0.0,50.0,0.2356
1.0,False,0,1459,False,False,0.16189247369766235,RoadOption.LANEFOLLOW,1,0.3,Green,0.0,60.60606002807617,0.2316
1.0,False,0,1470,False,False,0.07206583023071289,RoadOption.LANEFOLLOW,1,0.3,Green,0.0,54.054054260253906,0.2436
1.0,False,0,1481,False,False,0.07894986122846603,RoadOption.LANEFOLLOW,1,0.3,Green,0.0,50.50505065917969,0.2621
1.0,False,0,1492,False,False,0.0025286958552896976,RoadOption.LANEFOLLOW,1,0.3,Green,0.0,62.5,0.2832
0.7993165254592896,False,0,1503,False,False,0.01851094514131546,RoadOption.LANEFOLLOW,1,0.3,Green,0.0,48.780487060546875,0.306
0.0,False,0,1514,False,False,-0.006133644841611385,RoadOption.LANEFOLLOW,1,0.3,Green,0.0,59.88024139404297,0.3153
0.0,False,0,1525,False,False,-0.021663162857294083,RoadOption.LANEFOLLOW,1,0.3,Green,0.0,49.01960754394531,0.2977
1.0,False,0,1535,False,False,0.03771531581878662,RoadOption.LANEFOLLOW,1,0.3,Green,0.0,65.78947448730469,0.2728
1.0,False,0,1545,False,False,-0.03448183462023735,RoadOption.LANEFOLLOW,1,0.3,Green,0.0,54.34782409667969,0.2639
1.0,False,0,1557,False,False,0.010891797952353954,RoadOption.LANEFOLLOW,0,0.3,Green,0.0,46.296295166015625,0.2667
1.0,False,0,1568,False,False,-0.003714936785399914,RoadOption.LANEFOLLOW,0,0.3,Green,0.0,54.054054260253906,0.2656
1.0,False,0,1579,False,False,-0.00733694015070796,RoadOption.LANEFOLLOW,0,0.3,Green,0.0,64.51612854003906,0.2649
1.0,False,0,1590,False,False,-0.009389355778694153,RoadOption.LANEFOLLOW,2,0.3,Green,0.0,49.01960754394531,0.2873
0.0,False,0,1602,False,False,-0.0059844073839485645,RoadOption.LANEFOLLOW,2,0.3,Green,0.0,51.020408630371094,0.3201
