Throttle,Reverse,at_TL,frame,Manual,Hand brake,Steer,Direction,Gear,speed_limit,TL_state,Brake,fps,Speed
1.0,False,0,3509,False,False,0.001433698576875031,RoadOption.RIGHT,0,0.3,Green,0.0,65.78947448730469,0.2203
1.0,False,0,3525,False,False,0.00047745832125656307,RoadOption.RIGHT,0,0.3,Green,0.0,70.42253112792969,0.2191
1.0,False,0,3541,False,False,0.08539629727602005,RoadOption.RIGHT,0,0.3,Green,0.0,92.59259033203125,0.2179
1.0,False,0,3557,False,False,0.04888702929019928,RoadOption.RIGHT,2,0.3,Green,0.0,71.42857360839844,0.2521
1.0,False,0,3574,False,False,0.2141536921262741,RoadOption.RIGHT,2,0.3,Green,0.0,93.45794677734375,0.282
0.0,False,0,3590,False,False,0.13523313403129578,RoadOption.RIGHT,2,0.3,Green,0.0,104.16666412353516,0.3159
0.0,False,0,3606,False,False,0.2932322323322296,RoadOption.RIGHT,2,0.3,Green,0.0,105.2631607055664,0.3168
0.0,False,0,3621,False,False,0.42061352729797363,RoadOption.RIGHT,2,0.3,Green,0.0,70.42253112792969,0.2976
1.0,False,0,3637,False,False,0.5163676738739014,RoadOption.RIGHT,2,0.3,Green,0.0,75.75757598876953,0.2693
1.0,False,0,3651,False,False,0.40801531076431274,RoadOption.RIGHT,2,0.3,Green,0.0,97.0873794555664,0.27
1.0,False,0,3664,False,False,0.35681819915771484,RoadOption.RIGHT,2,0.3,Green,0.0,69.93006896972656,0.2819
0.19003231823444366,False,0,3676,False,False,0.2561412453651428,RoadOption.LANEFOLLOW,2,0.3,Green,0.0,71.42857360839844,0.3035
0.0,False,0,3689,False,False,0.24770529568195343,RoadOption.LANEFOLLOW,0,0.3,Green,0.0,68.96552276611328,0.3097
0.0,False,0,3701,False,False,0.19153328239917755,RoadOption.LANEFOLLOW,0,0.3,Green,0.0,62.11180114746094,0.3058
0.0,False,0,3712,False,False,-0.5464701056480408,RoadOption.LANEFOLLOW,1,0.3,Green,0.0,62.89308547973633,0.294
1.0,False,0,3724,False,False,0.04017701372504234,RoadOption.LANEFOLLOW,1,0.3,Green,0.0,58.13953399658203,0.2681
1.0,False,0,3736,False,False,-0.4489566385746002,RoadOption.LANEFOLLOW,1,0.3,Green,0.0,55.248619079589844,0.2574
1.0,False,0,3748,False,False,0.0125670675188303,RoadOption.LANEFOLLOW,1,0.3,Green,0.0,52.91005325317383,0.2654
1.0,False,0,3760,False,False,-0.29013192653656006,RoadOption.LANEFOLLOW,1,0.3,Green,0.0,65.78947448730469,0.2801
0.9320194125175476,False,0,3772,False,False,-0.011531634256243706,RoadOption.LANEFOLLOW,1,0.3,Green,0.0,71.94244384765625,0.2972
0.0,False,0,3785,False,False,-0.1572757065296173,RoadOption.LANEFOLLOW,1,0.3,Green,0.0,71.42857360839844,0.3103
0.0,False,0,3797,False,False,-0.019869167357683182,RoadOption.LANEFOLLOW,1,0.3,Green,0.0,71.94244384765625,0.2984
1.0,False,0,3809,False,False,0.004913981072604656,RoadOption.LANEFOLLOW,1,0.3,Green,0.0,50.50505065917969,0.2738
1.0,False,0,3822,False,False,-0.014611869119107723,RoadOption.LANEFOLLOW,1,0.3,Green,0.0,62.5,0.2681
1.0,False,0,3834,False,False,-0.00867526512593031,RoadOption.LANEFOLLOW,0,0.3,Green,0.0,71.94244384765625,0.2706
1.0,False,0,3847,False,False,-0.005845278035849333,RoadOption.LANEFOLLOW,0,0.3,Green,0.0,69.44445037841797,0.27
1.0,False,0,3860,False,False,-0.007114247884601355,RoadOption.LANEFOLLOW,2,0.3,Green,0.0,69.44445037841797,0.271
0.9582168459892273,False,0,3873,False,False,-0.0035754740238189697,RoadOption.LANEFOLLOW,2,0.3,Green,0.0,68.96552276611328,0.3012
0.0,False,0,3886,False,False,-0.0030273026786744595,RoadOption.LANEFOLLOW,2,0.3,Green,0.0,59.52381134033203,0.321
0.0,False,0,3899,False,False,-0.0027189285028725863,RoadOption.LANEFOLLOW,2,0.3,Green,0.0,74.0740737915039,0.3233
0.0,False,0,3912,False,False,-0.0017437369097024202,RoadOption.LANEFOLLOW,2,0.3,Green,0.0,78.74015808105469,0.3028
1.0,False,0,3925,False,False,0.007398923393338919,RoadOption.LANEFOLLOW,2,0.3,Green,0.0,56.49717330932617,0.2843
1.0,False,0,3938,False,False,0.001429518684744835,RoadOption.LANEFOLLOW,2,0.3,Green,0.0,70.92198181152344,0.2779
0.0,False,0,3951,False,False,0.0,RoadOption.LANEFOLLOW,2,0.3,Red,1.0,55.5555534362793,0.2918
0.0,False,0,3964,False,False,0.0,RoadOption.LANEFOLLOW,0,0.3,Red,1.0,69.44445037841797,0.2473
0.0,False,1,3977,False,False,0.0,RoadOption.LANEFOLLOW,0,0.3,Red,1.0,59.52381134033203,0.1621
0.0,False,1,3990,False,False,0.0,RoadOption.LANEFOLLOW,0,0.3,Red,1.0,75.75757598876953,0.0881
0.0,False,1,4003,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,94.3396224975586,0.045
0.0,False,1,4017,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,53.47593307495117,0.0002
0.0,False,1,4030,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,74.0740737915039,0.0003
0.0,False,1,4043,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,69.44445037841797,0.0001
0.0,False,1,4057,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,71.42857360839844,0.0
0.0,False,1,4070,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,59.17159652709961,0.0
0.0,False,1,4084,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,89.28571319580078,0.0
0.0,False,1,4098,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,55.86592102050781,0.0
0.0,False,1,4112,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,71.42857360839844,0.0
0.0,False,1,4126,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,64.1025619506836,0.0
0.0,False,1,4140,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,68.96552276611328,0.0
0.0,False,1,4153,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,86.9565200805664,0.0
0.0,False,1,4167,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,67.56756591796875,0.0
0.0,False,1,4181,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,64.1025619506836,0.0
0.0,False,1,4195,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,84.03361511230469,0.0
0.0,False,1,4208,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,54.9450569152832,0.0
0.0,False,1,4222,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,65.78947448730469,0.0
0.0,False,1,4236,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,89.28571319580078,0.0
0.0,False,1,4249,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,62.5,0.0
0.0,False,1,4263,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,59.52381134033203,0.0
0.0,False,1,4277,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,82.6446304321289,0.0
0.0,False,1,4291,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,54.34782409667969,0.0
0.0,False,1,4304,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,62.5,0.0
0.0,False,1,4318,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,86.20690155029297,0.0
0.0,False,1,4332,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,68.49314880371094,0.0
0.0,False,1,4344,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,62.11180114746094,0.0
0.0,False,1,4358,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,60.975608825683594,0.0
0.0,False,1,4371,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,74.0740737915039,0.0
0.0,False,1,4385,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,69.44445037841797,0.0
0.0,False,1,4399,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,86.20690155029297,0.0
0.0,False,1,4413,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,71.42857360839844,0.0
0.0,False,1,4427,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,69.44445037841797,0.0
0.0,False,1,4441,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,66.22516632080078,0.0
0.0,False,1,4455,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,55.5555534362793,0.0
0.0,False,1,4469,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,71.42857360839844,0.0
0.0,False,1,4482,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,64.1025619506836,0.0
0.0,False,1,4496,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,64.1025619506836,0.0
0.0,False,1,4510,False,False,0.0,RoadOption.LANEFOLLOW,1,0.3,Red,1.0,71.94244384765625,0.0
