Direction,TL_state,ohe_speed_limit,Speed,Throttle,Steer,Brake,frame
[0. 0. 0. 1. 0. 0. 0.],[1. 0. 0.],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],0.193,1.0,0.001,0.0,00003092
[0. 0. 0. 1. 0. 0. 0.],[1. 0. 0.],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],0.194,1.0,0.0,0.0,00003108
[0. 0. 0. 1. 0. 0. 0.],[1. 0. 0.],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],0.191,1.0,0.0,0.0,00003123
[0. 0. 0. 1. 0. 0. 0.],[1. 0. 0.],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],0.232,1.0,-0.848,0.0,00003139
[0. 0. 0. 1. 0. 0. 0.],[1. 0. 0.],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],0.275,1.0,-0.026,0.0,00003155
[0. 0. 0. 1. 0. 0. 0.],[1. 0. 0.],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],0.308,0.593,-0.023,0.0,00003171
[0. 0. 0. 1. 0. 0. 0.],[1. 0. 0.],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],0.32,0.0,-0.162,0.0,00003188
[0. 0. 0. 1. 0. 0. 0.],[1. 0. 0.],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],0.314,0.0,-0.171,0.0,00003204
[0. 0. 0. 1. 0. 0. 0.],[1. 0. 0.],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],0.29,0.139,-0.361,0.0,00003220
[0. 0. 0. 1. 0. 0. 0.],[1. 0. 0.],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],0.273,1.0,-0.306,0.0,00003237
[0. 0. 0. 1. 0. 0. 0.],[1. 0. 0.],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],0.268,1.0,-0.435,0.0,00003254
[0. 0. 0. 1. 0. 0. 0.],[1. 0. 0.],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],0.26,1.0,-0.296,0.0,00003270
[0. 0. 0. 1. 0. 0. 0.],[1. 0. 0.],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],0.258,1.0,-0.249,0.0,00003285
