Throttle,Reverse,at_TL,frame,Manual,Hand brake,Steer,Direction,Gear,speed_limit,TL_state,Brake,fps,Speed
0.0,False,0,1294,False,False,-0.00030127045465633273,RoadOption.LANEFOLLOW,5,0.3,Green,0.0,65.78947448730469,0.8279
0.0,False,0,1306,False,False,0.40751978754997253,RoadOption.LANEFOLLOW,5,0.3,Green,0.0,65.78947448730469,0.8052
0.0,False,0,1318,False,False,1.0,RoadOption.LANEFOLLOW,5,0.3,Green,0.0,51.28205490112305,0.755
0.0,False,0,1330,False,False,1.0,RoadOption.LANEFOLLOW,5,0.3,Green,0.0,67.56756591796875,0.6537
0.0,False,0,1342,False,False,1.0,RoadOption.LANEFOLLOW,5,0.3,Green,0.0,50.76142120361328,0.4832
1.0,False,0,1354,False,False,1.0,RoadOption.LANEFOLLOW,0,0.3,Green,0.0,65.78947448730469,0.0586
1.0,False,0,1365,False,False,1.0,RoadOption.LANEFOLLOW,0,0.3,Green,0.0,52.08333206176758,0.0079
1.0,False,0,1377,False,False,1.0,RoadOption.LANEFOLLOW,4,0.3,Green,0.0,66.22516632080078,0.0057
1.0,False,0,1389,False,False,1.0,RoadOption.LANEFOLLOW,4,0.3,Green,0.0,64.51612854003906,0.0071
1.0,False,0,1400,False,False,1.0,RoadOption.LANEFOLLOW,4,0.3,Green,0.0,57.803470611572266,0.0071
1.0,False,0,1412,False,False,1.0,RoadOption.LANEFOLLOW,4,0.3,Green,0.0,69.44445037841797,0.0069
1.0,False,0,1422,False,False,1.0,RoadOption.LANEFOLLOW,4,0.3,Green,0.0,49.01960754394531,0.0056
1.0,False,0,1433,False,False,1.0,RoadOption.LANEFOLLOW,4,0.3,Green,0.0,50.25125503540039,0.0074
1.0,False,0,1445,False,False,1.0,RoadOption.LANEFOLLOW,4,0.3,Green,0.0,69.93006896972656,0.0072
1.0,False,0,1457,False,False,1.0,RoadOption.LANEFOLLOW,4,0.3,Green,0.0,58.13953399658203,0.0068
1.0,False,0,1468,False,False,1.0,RoadOption.LANEFOLLOW,0,0.3,Green,0.0,57.47126770019531,0.0003
1.0,False,0,1480,False,False,1.0,RoadOption.LANEFOLLOW,0,0.3,Green,0.0,49.01960754394531,0.0001
1.0,False,0,1491,False,False,1.0,RoadOption.LANEFOLLOW,3,0.3,Green,0.0,65.78947448730469,0.0026
1.0,False,0,1502,False,False,1.0,RoadOption.LANEFOLLOW,3,0.3,Green,0.0,60.975608825683594,0.0094
1.0,False,0,1513,False,False,1.0,RoadOption.LANEFOLLOW,3,0.3,Green,0.0,49.751243591308594,0.0102
1.0,False,0,1524,False,False,1.0,RoadOption.LANEFOLLOW,3,0.3,Green,0.0,62.5,0.0102
1.0,False,0,1535,False,False,1.0,RoadOption.LANEFOLLOW,3,0.3,Green,0.0,51.020408630371094,0.0102
1.0,False,0,1545,False,False,1.0,RoadOption.LANEFOLLOW,3,0.3,Green,0.0,54.64480972290039,0.0102
1.0,False,0,1555,False,False,1.0,RoadOption.LANEFOLLOW,3,0.3,Green,0.0,48.07692337036133,0.0102
1.0,False,0,1565,False,False,1.0,RoadOption.LANEFOLLOW,3,0.3,Green,0.0,47.1698112487793,0.0102
1.0,False,0,1574,False,False,1.0,RoadOption.LANEFOLLOW,0,0.3,Green,0.0,56.49717330932617,0.0008
